Address,City,State,Latitude,Longitude
3285 Crosspark Road,Coralville,IA,41.722152,-91.604095
300 10th St,Corning,IA,40.992121,-94.73258
105 E Jackson St,Corydon,IA,40.758796,-93.317489
7280 E Point Douglas Rd S,Cottage Grove,MN,44.830681,-92.958031
2323 W Broadway,Council Bluffs,IA,41.261211,-95.879942
10 Hy-Vee Drive,Council Bluffs,IA,41.244188,-95.825612
22422 Highway 9,Cresco,IA,43.370941,-92.100986
600 Sheldon St,Creston,IA,41.052257,-94.373437
5237 Cumming Ave,Cumming,IA,41.485212,-93.777009
2200 W Kimberly Rd,Davenport,IA,41.561128,-90.60945
1823 E Kimberly Rd,Davenport,IA,41.555211,-90.548328
4064 E 53rd St,Davenport,IA,41.576993,-90.513895
2351 W Locust St,Davenport,IA,41.536652,-90.612326
3200 E Kimberly Rd,Davenport,IA,41.553979,-90.52654
4631 E 53rd Street,Davenport,IA,41.574337,-90.505056
"915 Short St, #107",Decorah,IA,43.290798,-91.796826
1426 Broadway,Denison,IA,42.016856,-95.35225
3330 Martin Luther King Jr Pkwy,Des Moines,IA,41.625609,-93.652585
2540 E Euclid Ave,Des Moines,IA,41.628491,-93.569734
3221 SE 14th St,Des Moines,IA,41.554061,-93.596285
4605 Fleur Dr,Des Moines,IA,41.542628,-93.644904
1107 E Army Post Rd,Des Moines,IA,41.525218,-93.60225
420 Court Ave,Des Moines,IA,41.584603,-93.622153
4100 University Ave,Des Moines,IA,41.599726,-93.67323
5801 Hickman Rd,Des Moines,IA,41.61516,-93.698135
3500 Dodge St,Dubuque,IA,42.48966,-90.722101
2395 NW Arterial,Dubuque,IA,42.516644,-90.742986
400 S Locust St,Dubuque,IA,42.486731,-90.663034
1201 12th Ave SE,Dyersville,IA,42.475083,-91.111274
1500 Central Park Cmns Dr,Eagan,MN,44.834624,-93.171375
2424 E Clairemont Ave,Eau Claire,WI,44.795832,-91.465526
1616 Edgington Ave,Eldora,IA,42.361436,-93.104055
425 E Le Claire Rd,Eldridge,IA,41.65401,-90.577309
3402 Main Street,Emmetsburg,IA,43.111107,-94.693424
1221 Central Ave,Estherville,IA,43.402612,-94.828996
1300 W Burlington Ave,Fairfield,IA,41.006082,-91.979387
907 S State St,Fairmont,MN,43.645616,-94.447203
1300 Stone St,Falls City,NE,40.058105,-95.603685
1920 Grant St NW,Faribault,MN,44.294769,-93.296473
2920 Fitchrona Rd,Fitchburg,WI,0,0
315 US 69,Forest City,IA,43.265977,-93.632542
"115 S 29th St, Suite A",Fort Dodge,IA,42.504764,-94.158139
2606 Avenue L,Fort Madison,IA,40.625682,-91.343326
840 E 23rd St,Fremont,NE,41.452903,-96.487067
1975 National Boulevard,Galesburg,IL,40.971668,-90.380836
2030 E Main St,Galesburg,IL,40.946121,-90.339713
255 W Hwy 18,Garner,IA,43.105333,-93.603901
2181 S. Oakwood Ave.,Geneseo,IL,41.433597,-90.159151
7117 N Prospect Ave,Gladstone,MO,39.203892,-94.554677
3225 10th St. E,Glencoe,MN,44.769526,-94.12025
115 Wilmar Ave,Grand Island,NE,40.917755,-98.37954
111 E 2nd St,Grant City,MO,40.487474,-94.41316
10855 S 191 St,Gretna,NE,41.150087,-96.2132
351 NE Gateway Drive,Grimes,IA,41.68645,-93.779211
1701 SE 37th Street,Grimes,IA,41.660011,-93.811793
320 West St S,Grinnell,IA,41.727761,-92.727159
808 4th St SE,Hampton,IA,42.734584,-93.202377
2003 Chatburn Ave,Harlan,IA,41.645133,-95.336141
201 E Willow Street,Harrisburg,SD,43.431364,-96.700439
1419 Burlington St,Holdrege,NE,40.448911,-99.379608
611 10th Ave N,Humboldt,IA,42.731817,-94.216576
1525 E 23rd St S,Independence,MO,39.077107,-94.393707
4545 S Noland Rd,Independence,MO,39.037185,-94.413944
1975 Three Elms Road,Independence,IA,42.454485,-91.890428
910 N Jefferson Way,Indianola,IA,41.36874,-93.556483
1720 Waterfront Dr,Iowa City,IA,41.642516,-91.529426
812 S 1st Ave,Iowa City,IA,41.651412,-91.500902
1125 N Dodge St,Iowa City,IA,41.676691,-91.518922
310 N 1st Ave,Iowa City,IA,41.666083,-91.501321
632 S Oak St,Iowa Falls,IA,42.508719,-93.260966
1255 West Morton Ave,Jacksonville,IL,39.721222,-90.252091
2500 Humes Rd,Janesville,WI,42.717138,-88.992522
106 W Washington St Ste 1,Jefferson,IA,42.017571,-94.375666
3721 W Truman Blvd,Jefferson City,MO,38.587901,-92.254141
5750 Merle Hay Rd,Johnston,IA,41.664891,-93.699296
5169 Merle Hay Rd,Johnston,IA,41.654232,-93.696902
8301 N Saint Clair Ave,Kansas City,MO,39.245584,-94.645713
5330 NW 64th St,Kansas City,MO,39.211519,-94.641913
19 2nd Ave NW,Kasson,MN,44.029658,-92.750905
5212 3rd Ave,Kearney,NE,40.72564,-99.08638
3111 Main St,Keokuk,IA,40.416546,-91.402568
500 N Baltimore St,Kirksville,MO,40.212449,-92.581409
809 W Rock Island St,Knoxville,IA,41.325364,-93.107397
4200 State Road 16,La Crosse,WI,43.869496,-91.195072
16150 Pilot Knob Rd,Lakeville,MN,44.71497,-93.173743
17380 Cedar Ave,Lakeville,MN,44.697712,-93.2165
720 E Main St,Lamoni,IA,40.623727,-93.924709
3504 Clinton Parkway,Lawrence,KS,38.944342,-95.280639
301 NE Rice Rd,Lee's Summit,MO,38.919151,-94.359755
310 SW Ward Rd,Lee's Summit,MO,38.909516,-94.397507
1201 12th Ave SW,Le Mars,IA,42.778014,-96.184514
13400 W 87th Parkway,Lenexa,KS,38.971182,-94.741127
1004 W 1st St,Leon,IA,40.740085,-93.757642
1001 S Plum Creek Pkwy,Lexington,NE,40.767906,-99.740653
109 N Blue Jay Dr,Liberty,MO,39.244252,-94.449144
5010 O St,Lincoln,NE,40.814596,-96.650221
1601 North 84th St,Lincoln,NE,40.829444,-96.608403
5020 N 27th St,Lincoln,NE,40.861254,-96.678579
6001 Village Dr,Lincoln,NE,40.752252,-96.666019
7151 Stacy Lane,Lincoln,NE,40.768147,-96.626911
1600 E Jackson St,Macomb,IL,40.460373,-90.648161
3801 E Washington Ave,Madison,WI,43.118329,-89.319073
675 S Whitney Way,Madison,WI,43.051832,-89.472028
4707 Fleur Drive,Des Moines,IA,41.541721,-93.643206
1080 W Main Street,Manchester,IA,42.483707,-91.470724
601 3rd Pl,Manhattan,KS,39.185095,-96.560645
410 S Riverfront Dr,Mankato,MN,44.164679,-94.007459
2010 Adams St,Mankato,MN,44.330022,-94.482467
18755 70th Way North,Maple Grove,MN,45.082881,-93.517633
2501 White Bear Ave,Maplewood,MN,45.017549,-93.021392
102 W. Carlisle,Maquoketa,IA,42.050483,-90.666596
3600 Business Hwy 151 E,Marion,IA,42.056938,-91.573963
2790 7th Avenue,Marion,IA,42.033741,-91.582462
900 E Main Street,Marshall,MN,44.43815,-95.776129
802 S Center St,Marshalltown,IA,42.039069,-92.91055
1217 S Main St,Maryville,MO,40.338904,-94.873311
2400 4th St SW,Mason City,IA,43.149402,-93.236652
551 S Illinois Ave,Mason City,IA,43.146662,-93.170688
875 4th St SW,Mason City,IA,43.147896,-93.214178
201 10th Ave W,Milan,IL,41.442603,-90.568513
6655 Martway St,Mission,KS,39.019083,-94.662405
4218 Avenue of the Cities,Moline,IL,41.490013,-90.506848
122 North Main Street,Monticello,IA,42.239131,-91.183621
201 N. Fillmore Street,Mount Ayr,IA,40.715958,-94.238851
1700 E Washington St,Mount Pleasant,IA,40.960833,-91.529649
2400 2nd Ave,Muscatine,IA,41.451541,-91.035919
510 E 6th St,Muscatine,IA,41.42684,-91.043646
1018 South 11th Street,Nebraska City,NE,40.667158,-95.860813
1622 Fawcett Parkway,Nevada,IA,42.011942,-93.437575
8200 42nd Ave N,New Hope,MN,45.034515,-93.384053
200 10th Ave S.E.,New Prague,MN,44.541999,-93.562571
2015 S Broadway St,New Ulm,MN,44.293312,-94.439256
1501 1st Ave E,Newton,IA,41.696759,-93.033985
120 E Norfolk Ave,Norfolk,NE,42.031715,-97.404953
2107 Taylor Ave,Norfolk,NE,42.026275,-97.441053
503 S. Broadway,Oak Grove,MO,39.011512,-94.128231
7180 10th St N,Oakdale,MN,0,0
1345 S Frederick Ave,Oelwein,IA,42.659398,-91.911926
14955 W 151st St,Olathe,KS,38.85226,-94.759476
18101 W 119th St,Olathe,KS,38.91112,-94.795197
5150 Center St,Omaha,NE,41.242186,-95.994459
3410 N 156th St,Omaha,NE,41.289795,-96.16038
1000 S 178th St,Omaha,NE,41.250133,-96.194039
14591 Stony Brook Blvd,Omaha,NE,41.197427,-96.141715
8809 W Center Rd,Omaha,NE,41.233134,-96.051285
10808 Fort St,Omaha,NE,41.30794,-96.082472
7910 Cass St,Omaha,NE,41.265552,-96.038997
9707 Q St,Omaha,NE,41.203997,-96.063563
747 N 132nd St,Omaha,NE,41.266856,-96.119447
17810 Welch Plz,Omaha,NE,41.206862,-96.193645
8404 N 30th St,Omaha,NE,41.336654,-95.960957
20410 George B. Lake Pkwy,Omaha,NE,41.198275,-96.235219
20310 Vinton Street,Omaha,NE,41.229061,-96.233472
1301 8th Street SE,Orange City,IA,42.997638,-96.042091
787 N Main Street Ste 1,Oregon,WI,42.938109,-89.384702
929 Highway D,Osage Beach,MO,38.131001,-92.671943
510 W McLane St,Osceola,IA,41.029134,-93.773098
110 S D Street,Oskaloosa,IA,41.294875,-92.64847
1025 N Quincy Ave,Ottumwa,IA,41.015285,-92.440066
1140 N Jefferson St,Ottumwa,IA,41.026751,-92.40091
8501 W 95th St,Overland Park,KS,39.022409,-94.684063
8900 W 135 St,Overland Park,KS,38.885126,-94.688249
1620 S Cedar Ave,Owatonna,MN,44.067356,-93.228332
11650 S 73rd St,Papillion,NE,41.135316,-96.026735
118 SE 9th St,Pella,IA,41.396324,-92.903047
4125 N Sheridan Rd Unit20,Peoria,IL,40.738059,-89.605421
7610 N Orange Prairie Rd,Peoria,IL,40.780898,-89.678262
1215 141st St,Perry,IA,41.829871,-94.104609
1651 Midtown Rd,Peru,IL,41.345726,-89.127488
16418 Westside Drive,Plattsmouth,NE,41.011742,-95.910449
4815 Maple Dr,Pleasant Hill,IA,41.597213,-93.51958
16705 County Road 24,Plymouth,MN,45.010519,-93.455509
7620 State Line Rd,Prairie Village,KS,39.02315,-94.669467
1400 Harrison St,Quincy,IL,39.912557,-91.39324
3700 Broadway St,Quincy,IL,39.933718,-91.35672
9400 E State Rte 350,Raytown,MO,38.993876,-94.469669
1605 N Broadway St,Red Oak,IA,41.019597,-95.234518
1188 W Fond Du Lac Street,Ripon,WI,43.856179,-88.862364
3505 Bottineau Blvd,Robbinsdale,MN,45.019483,-93.327909
500 Crossroads Dr SW,Rochester,MN,44.005501,-92.470149
500 37th St NW,Rochester,MN,44.060137,-92.469507
1315 6th St NW,Rochester,MN,44.029842,-92.481187
4221 W Circle Dr NW,Rochester,MN,44.065759,-92.526367
2930 18th Ave,Rock Island,IL,41.493223,-90.558431
1002 Old Minnesota Ave,Saint Peter,MN,44.336792,-93.950663
6150 Egan Dr,Savage,MN,44.748057,-93.357034
1451 Adams St South,Shakopee,MN,44.778489,-93.537812
13550 W 63rd St,Shawnee,KS,38.953631,-95.770051
1989 Park St,Sheldon,IA,43.187063,-95.831662
500 S Fremont St,Shenandoah,IA,40.761583,-95.387202
2001 5th St,Silvis,IL,41.494451,-90.420171
1951 S Main Ave,Sioux Center,IA,43.055981,-96.175921
2827 Hamilton Blvd,Sioux City,IA,42.520124,-96.419193
4500 Sergeant Rd,Sioux City,IA,42.446458,-96.347547
3301 Gordon Dr,Sioux City,IA,42.488537,-96.36271
1601 S Sycamore Ave,Sioux Falls,SD,43.530469,-96.672854
4101 S Louise Ave,Sioux Falls,SD,43.508149,-96.773808
3000 S Minnesota Ave,Sioux Falls,SD,43.517528,-96.728285
1900 S Marion Rd,Sioux Falls,SD,43.527423,-96.789573
3020 E 10th St,Sioux Falls,SD,43.547927,-96.687957
1231 E 57th St,Sioux Falls,SD,43.498646,-96.708746
2501 Cornhusker Dr,South Sioux City,NE,42.466022,-96.429334
819 Grand Ave,Spencer,IA,43.146143,-95.147116
1500 18th St,Spirit Lake,IA,43.423536,-95.113362
8155 Highway 65 NE,Spring Lake Park,MN,45.116644,-93.239178
2115 S MacArthur Blvd,Springfield,IL,39.776816,-89.668377
1720 W Battlefield Rd,Springfield,MO,37.158705,-93.315202
2150 E Sunshine St,Springfield,MO,37.180812,-93.252858
201 N Belt Hwy,Saint Joseph,MO,39.768433,-94.801687
1250 Lake Ave,Storm Lake,IA,42.653186,-95.202771
2700 Dekalb Ave,Sycamore,IL,41.980106,-88.709811
110 Chestnut St,Tarkio,MO,40.438887,-95.375687
725 E. 1st St.,Tea,SD,43.447127,-96.82665
1006 S County Rd,Toledo,IA,41.985188,-92.582824
2951 SW Wanamaker Rd,Topeka,KS,39.012225,-95.764012
1617 E 9th St,Trenton,MO,40.074451,-93.602322
2525 Main Street,Unionville,MO,40.476795,-93.0127
8701 Douglas Ave,Urbandale,IA,41.630505,-93.738906
9915 Douglas Ave,Urbandale,IA,41.629949,-93.755255
12905 Meredith Drive,Urbandale,IA,41.64355,-93.795967
14200 Douglas Parkway,Urbandale,IA,41.629484,-93.825778
15501 Meredith Drive,Urbandale,IA,41.643605,-93.83225
525 W Cherry St,Vermillion,SD,42.787127,-96.940527
911 S K Ave,Vinton,IA,42.164087,-92.037691
410 E. Young Ave,Warrensburg,MO,38.770818,-93.733834
528 Highway 1 S,Washington,IA,41.295306,-91.706361
2834 Ansborough Ave,Waterloo,IA,42.471772,-92.377325
1422 Flammang Dr,Waterloo,IA,42.458994,-92.328618
1320 9th Ave SE,Watertown,SD,44.888197,-97.093675
1005 E Hickman Rd,Waukee,IA,41.617406,-93.85435
2855 Grand Prairie Pkwy,Waukee,IA,41.581649,-93.853524
155 W. Hickman Road,Waukee,IA,41.615605,-93.876346
819 11th Ave SW,Waukon,IA,43.258011,-91.487227
1311 4th St SW,Waverly,IA,42.713079,-92.475308
823 2nd St,Webster City,IA,42.469534,-93.825272
1700 Valley West Dr,West Des Moines,IA,41.59771,-93.753217
1990 Grand Ave,West Des Moines,IA,41.570994,-93.72953
1725 Jordan Creek Pkwy,West Des Moines,IA,41.597959,-93.807596
555 S 51st St,West Des Moines,IA,41.560669,-93.77453
1010 60th St,West Des Moines,IA,41.584932,-93.791332
425 S Jordan Creek Pkwy,West Des Moines,IA,41.56299,-93.810267
9150 University Ave,West Des Moines,IA,41.599559,-93.832468
300 Grand Avenue,West Des Moines,IA,41.582316,-93.70586
500 Plaza Dr,West Point,NE,41.857943,-96.706563
192 10th St,Windom,MN,43.866696,-95.114532
7101 University Ave,Windsor Heights,IA,41.600963,-93.715519
1475 Service Dr,Winona,MN,44.047282,-91.678152
923 N 1st St,Winterset,IA,41.34253,-94.013351
"1235 Oxford St, Box 489",Worthington,MN,43.632714,-95.595954
2100 Broadway Ave,Yankton,SD,42.891519,-97.396876
220 East Nobes Road,York,NE,40.856975,-97.591362
